               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,            0.026458,           0.0070991,           0.0037565,             0.95308,             0.93371,             0.96857,             0.66597,            0.028175,           0.0084127,           0.0070747,           0.0039115,           0.0039115,           0.0039115
                 125,            0.026327,           0.0068967,           0.0037532,             0.95338,             0.93377,             0.96855,             0.66657,             0.02817,           0.0084111,           0.0070713,            0.003862,            0.003862,            0.003862
                 126,            0.026196,           0.0068557,           0.0036076,             0.95241,             0.93388,             0.96857,             0.66631,            0.028164,           0.0084119,           0.0070738,           0.0038125,           0.0038125,           0.0038125
                 127,            0.026298,           0.0069379,           0.0037007,             0.95218,             0.93412,             0.96857,              0.6673,            0.028156,           0.0084121,           0.0070822,            0.003763,            0.003763,            0.003763
                 128,            0.026411,           0.0068546,           0.0035909,             0.95193,             0.93443,             0.96855,              0.6676,            0.028149,           0.0084106,           0.0070854,           0.0037135,           0.0037135,           0.0037135
                 129,            0.026164,           0.0069108,           0.0036848,             0.95195,             0.93508,             0.96859,             0.66736,            0.028144,           0.0084102,           0.0070855,            0.003664,            0.003664,            0.003664
                 130,             0.02624,           0.0068979,            0.003622,              0.9519,             0.93489,             0.96862,             0.66714,            0.028144,           0.0084084,           0.0070938,           0.0036145,           0.0036145,           0.0036145
                 131,            0.026164,           0.0069392,            0.003626,             0.95242,             0.93509,             0.96862,             0.66804,            0.028141,           0.0084076,           0.0070886,            0.003565,            0.003565,            0.003565
                 132,            0.026009,           0.0069112,           0.0036291,             0.95253,             0.93518,             0.96874,             0.66761,            0.028135,           0.0084068,           0.0070947,           0.0035155,           0.0035155,           0.0035155
                 133,            0.025924,           0.0067198,            0.003627,             0.95334,             0.93488,             0.96849,             0.66801,            0.028129,           0.0084065,            0.007099,            0.003466,            0.003466,            0.003466
                 134,            0.025898,           0.0069001,           0.0036948,             0.95425,              0.9333,             0.96869,             0.66804,            0.028122,            0.008407,            0.007099,           0.0034165,           0.0034165,           0.0034165
                 135,            0.025885,           0.0070456,           0.0035733,              0.9547,             0.93362,             0.96855,             0.66751,            0.028115,           0.0084066,           0.0071015,            0.003367,            0.003367,            0.003367
                 136,            0.025918,           0.0069507,           0.0034849,             0.95419,             0.93371,             0.96855,             0.66729,             0.02811,           0.0084055,           0.0071068,           0.0033175,           0.0033175,           0.0033175
